requestId,호기정보,startX1,startY1,startZ1,endX1,endY1,endZ1,startThickness1,endThickness1,length1,weldingLeg1,startX2,startY2,startZ2,endX2,endY2,endZ2,startThickness2,endThickness2,length2,weldingLeg2
705878,B라인1번거더,2344.654,1517.659,3.764,191.459,1359.486,-0.02,10,10,2159.0,4.5,2345.386,1507.686,3.767,192.192,1349.513,-0.017,10,10,2159.0,4.5
707592,B라인1번거더,2387.878,929.244,3.933,234.683,771.072,0.149,10,10,2159.0,4.5,2388.611,919.271,3.936,235.416,761.099,0.152,10,10,2159.0,4.5
708436,B라인1번거더,2439.786,1614.89,3.917,2410.48,2013.827,3.802,12,12,400.012,4.5,2427.818,1614.011,3.896,2398.513,2012.947,3.781,12,12,400.012,4.5
709217,B라인1번거더,2441.738,1424.521,3.95,2471.042,1025.596,4.065,12,12,400.0,4.5,2453.706,1425.4,3.971,2483.01,1026.475,4.086,12,12,400.0,4.5
717593,B라인1번거더,2496.93,836.986,4.141,2533.315,341.676,4.283,12,12,496.645,4.5,2484.962,836.107,4.12,2521.347,340.797,4.262,12,12,496.645,4.5
726376,B라인1번거더,2534.28,2918.424,-0.105,2536.102,3362.822,0.157,12,12,444.402,4.5,2522.28,2918.473,-0.089,2524.102,3362.871,0.172,12,12,444.402,4.5
729613,B라인1번거더,2524.881,3552.87,0.284,2526.521,3952.866,0.52,12,12,400.0,4.5,2536.881,3552.82,0.269,2538.521,3952.817,0.504,12,12,400.0,4.5
732561,B라인1번거더,2539.3,4142.815,0.616,2540.939,4542.824,0.852,12,12,400.012,4.5,2527.3,4142.865,0.632,2528.94,4542.873,0.867,12,12,400.012,4.5
736791,B라인1번거더,3364.466,1867.961,3.697,3384.978,1468.475,4.086,12,12,400.012,4.5,3376.45,1868.576,3.665,3396.962,1469.091,4.054,12,12,400.012,4.5
739882,B라인1번거더,3394.721,1278.725,4.271,3415.233,879.252,4.66,12,12,400.0,4.5,3406.706,1279.341,4.239,3427.218,879.867,4.627,12,12,400.0,4.5
744224,B라인1번거더,3427.564,3034.985,5.938,3437.998,3479.264,6.503,12,12,444.402,4.5,3415.568,3035.266,5.974,3426.002,3479.546,6.54,12,12,444.402,4.5
746951,B라인1번거더,3436.961,690.117,4.812,3459.75,246.3,5.244,12,12,444.402,4.5,3424.977,689.502,4.844,3447.766,245.685,5.276,12,12,444.402,4.5
750063,B라인1번거더,3430.463,3669.493,6.781,3439.854,4069.383,7.29,12,12,400.0,4.5,3442.459,3669.212,6.745,3451.851,4069.101,7.254,12,12,400.0,4.5
752996,B라인1번거더,3444.315,4259.33,7.532,3453.707,4659.231,8.041,12,12,400.012,4.5,3456.312,4259.048,7.495,3465.703,4658.95,8.004,12,12,400.012,4.5
756535,B라인1번거더,3491.972,1373.837,3.909,5649.122,1484.596,-1.898,10,10,2160.0,4.5,3491.459,1383.824,3.899,5648.61,1494.583,-1.907,10,10,2160.0,4.5
759946,B라인1번거더,3522.227,784.614,4.483,5679.378,895.373,-1.324,10,10,2160.0,4.5,3521.714,794.601,4.473,5678.865,905.359,-1.334,10,10,2160.0,4.5
763111,B라인1번거더,5689.481,3516.421,-0.212,3530.086,3567.126,6.344,10,10,2160.0,4.5,5689.716,3526.418,-0.199,3530.321,3577.124,6.357,10,10,2160.0,4.5
766250,B라인1번거더,3543.939,4156.963,7.095,5703.334,4106.258,0.539,10,10,2160.0,4.5,3544.173,4166.961,7.108,5703.569,4116.255,0.552,10,10,2160.0,4.5
771855,B라인1번거더,4744.774,4842.422,12.562,6150.899,4810.635,9.224,,,1406.487,5,4745.113,4857.418,12.562,6151.237,4825.631,9.224,,,1406.487,5
774411,B라인1번거더,5725.347,1989.18,-2.658,5740.732,1689.563,-2.366,12,12,300.012,4.5,5713.363,1988.565,-2.626,5728.748,1688.948,-2.334,12,12,300.012,4.5
776630,B라인1번거더,5755.603,1399.945,-2.084,5776.115,1000.471,-1.695,12,12,400.0,4.5,5743.619,1399.329,-2.052,5764.131,999.856,-1.663,12,12,400.0,4.5
779133,B라인1번거더,5777.679,2927.521,-1.268,5789.34,3424.052,-0.636,12,12,496.668,4.5,5765.682,2927.803,-1.231,5777.343,3424.333,-0.599,12,12,496.668,4.5
779133,B라인1번거더,5778.853,2977.507,-1.204,5788.166,3374.065,-0.699,12,12,396.668,4.5,5766.856,2977.789,-1.168,5776.169,3374.347,-0.663,12,12,396.668,4.5
781544,B라인1번거더,5785.858,810.721,-1.511,5811.327,314.707,-1.028,12,12,496.668,4.5,5773.874,810.106,-1.478,5799.343,314.092,-0.996,12,12,496.668,4.5
781544,B라인1번거더,5788.422,760.787,-1.462,5811.328,314.707,-1.028,12,12,446.668,4.5,5776.438,760.172,-1.43,5799.343,314.092,-0.996,12,12,446.668,4.5
