requestId,호기정보,startX1,startY1,startZ1,endX1,endY1,endZ1,startThickness1,endThickness1,length1,weldingLeg1,startX2,startY2,startZ2,endX2,endY2,endZ2,startThickness2,endThickness2,length2,weldingLeg2
801731,B라인2번거더,8684.696,681.843,0.572,6327.566,565.483,1.029,10,10,2360.0,4.5,8685.189,671.855,0.57,6328.059,555.495,1.027,10,10,2360.0,4.5
804799,B라인2번거더,6527.173,4083.483,4.671,6517.478,4483.378,4.744,12,12,400.012,4.5,6539.17,4083.774,4.639,6529.475,4483.668,4.713,12,12,400.012,4.5
807645,B라인2번거더,6543.775,3893.83,4.604,6553.469,3493.948,4.531,12,12,400.0,4.5,6531.778,3893.539,4.636,6541.473,3493.657,4.562,12,12,400.0,4.5
810177,B라인2번거더,6546.078,3303.713,4.528,6558.115,2807.214,4.436,12,12,496.645,4.5,6558.074,3304.003,4.496,6570.111,2807.505,4.405,12,12,496.645,4.5
821135,B라인2번거더,10133.367,2092.813,11.199,10147.403,164.864,11.346,12,12,1928.0,5,10145.367,2092.9,11.187,10159.403,164.951,11.334,12,12,1928.0,5
829198,B라인2번거더,10776.089,3395.156,11.289,10779.397,5299.011,11.468,12,12,1903.857,5,10788.089,3395.136,11.274,10791.397,5298.99,11.453,12,12,1903.857,5
836683,B라인2번거더,10858.348,2098.091,10.464,10872.383,170.142,10.611,12,12,1928.0,5,10870.348,2098.178,10.452,10884.383,170.229,10.599,12,12,1928.0,5
842709,B라인2번거더,11501.087,3393.897,10.372,11504.397,5299.01,10.551,12,12,1905.116,5,11513.087,3393.876,10.357,11516.397,5298.989,10.536,12,12,1905.116,5
850408,B라인2번거더,11583.328,2103.368,9.729,11597.364,175.419,9.877,12,12,1928.0,5,11595.328,2103.456,9.717,11609.363,175.507,9.864,12,12,1928.0,5
856563,B라인2번거더,12226.086,3392.637,9.455,12229.398,5299.01,9.634,12,12,1906.376,5,12238.086,3392.617,9.439,12241.398,5298.99,9.618,12,12,1906.376,5
861439,B라인2번거더,12308.309,2108.646,8.994,12322.344,180.697,9.142,12,12,1928.0,5,12320.308,2108.734,8.982,12334.344,180.785,9.13,12,12,1928.0,5
864935,B라인2번거더,12951.084,3391.378,8.537,12954.398,5299.011,8.716,12,12,1907.636,5,12963.084,3391.357,8.522,12966.398,5298.99,8.701,12,12,1907.636,5
869292,B라인2번거더,13033.289,2113.924,8.259,13047.325,185.975,8.407,12,12,1928.0,5,13045.289,2114.011,8.247,13059.324,186.062,8.395,12,12,1928.0,5
872647,B라인2번거더,13676.082,3390.118,7.62,13679.399,5299.01,7.799,12,12,1908.895,5,13688.082,3390.097,7.605,13691.399,5298.99,7.784,12,12,1908.895,5
880855,B라인2번거더,13758.27,2119.202,7.524,13772.305,191.253,7.672,12,12,1928.0,5,13770.269,2119.289,7.512,13784.305,191.34,7.66,12,12,1928.0,5
886746,B라인2번거더,14401.081,3388.859,6.702,14404.399,5299.011,6.882,12,12,1910.155,5,14413.081,3388.838,6.687,14416.399,5298.99,6.867,12,12,1910.155,5
895330,B라인2번거더,14483.25,2124.48,6.79,14497.286,196.531,6.937,12,12,1928.0,5,14495.25,2124.567,6.777,14509.285,196.618,6.925,12,12,1928.0,5
217460,B라인2번거더,8284.61,1.068,2.644,8263.052,1909.525,3.156,12,12,1908.579,5,8272.611,0.932,2.641,8251.053,1909.39,3.153,12,12,1908.579,5
222123,B라인2번거더,8850.461,3234.928,8.323,8836.73,5162.879,7.14,12,12,1928.0,5,8862.46,3235.013,8.316,8848.73,5162.964,7.133,12,12,1928.0,5
225629,B라인2번거더,8988.006,1917.714,3.389,9009.657,1.068,2.875,12,12,1916.769,5,8976.007,1917.579,3.385,8997.657,0.932,2.871,12,12,1916.769,5
230050,B라인2번거더,9575.442,3240.091,7.914,9561.712,5168.041,6.731,12,12,1928.0,5,9587.442,3240.176,7.907,9573.712,5168.127,6.724,12,12,1928.0,5
233028,B라인2번거더,9712.961,1925.903,3.622,9734.704,1.068,3.105,12,12,1924.959,5,9700.961,1925.768,3.618,9722.705,0.932,3.102,12,12,1924.959,5
237463,B라인2번거더,10300.424,3245.254,7.505,10286.693,5173.204,6.322,12,12,1928.0,5,10312.423,3245.339,7.498,10298.693,5173.29,6.315,12,12,1928.0,5
240266,B라인2번거더,10437.914,1934.092,3.855,10459.75,1.068,3.336,12,12,1933.148,5,10425.915,1933.957,3.851,10447.75,0.932,3.332,12,12,1933.148,5
244664,B라인2번거더,11025.405,3250.416,7.096,11011.675,5178.367,5.913,12,12,1928.0,5,11037.405,3250.502,7.089,11023.675,5178.453,5.906,12,12,1928.0,5
247380,B라인2번거더,11162.868,1942.282,4.087,11184.796,1.068,3.567,12,12,1941.338,5,11150.868,1942.146,4.084,11172.797,0.932,3.563,12,12,1941.338,5
251741,B라인2번거더,11750.387,3255.579,6.687,11736.656,5183.53,5.504,12,12,1928.0,5,11762.387,3255.665,6.68,11748.656,5183.616,5.497,12,12,1928.0,5
254446,B라인2번거더,11887.821,1950.471,4.32,11909.842,1.068,3.797,12,12,1949.527,5,11875.822,1950.335,4.316,11897.843,0.932,3.793,12,12,1949.527,5
259406,B라인2번거더,12475.368,3260.742,6.278,12461.638,5188.693,5.095,12,12,1928.0,5,12487.368,3260.828,6.271,12473.638,5188.778,5.088,12,12,1928.0,5
262793,B라인2번거더,12612.775,1958.66,4.553,12634.891,0.785,4.028,12,12,1958.0,5,12600.776,1958.524,4.549,12622.892,0.649,4.024,12,12,1958.0,5
267026,B라인2번거더,13200.35,3265.905,5.869,13186.619,5193.856,4.686,12,12,1928.0,5,13212.35,3265.991,5.862,13198.619,5193.941,4.679,12,12,1928.0,5
270083,B라인2번거더,13337.728,1966.849,4.786,13359.844,8.974,4.26,12,12,1958.0,5,13325.729,1966.713,4.782,13347.845,8.838,4.256,12,12,1958.0,5
272806,B라인2번거더,13925.546,3241.069,5.478,13911.602,5199.019,4.277,12,12,1958.0,5,13937.546,3241.154,5.471,13923.602,5199.104,4.27,12,12,1958.0,5
