requestId,호기정보,startX1,startY1,startZ1,endX1,endY1,endZ1,startThickness1,endThickness1,length1,weldingLeg1,startX2,startY2,startZ2,endX2,endY2,endZ2,startThickness2,endThickness2,length2,weldingLeg2
334021,B라인3번거더,15453.991,3001.902,1.68,15444.526,5299.025,0.222,12,12,2297.142,4.5,15441.991,3001.853,1.688,15432.526,5298.975,0.23,12,12,2297.142,4.5
336617,B라인3번거더,15533.558,4318.249,0.79,16081.572,4320.507,0.437,12,12,548.02,4.5,15533.508,4330.249,0.783,16081.523,4332.507,0.429,12,12,548.02,4.5
338346,B라인3번거더,16043.231,2714.572,2.072,16023.056,58.633,0.635,12,12,2656.016,4.5,16055.231,2714.481,2.066,16035.055,58.542,0.628,12,12,2656.016,4.5
339383,B라인3번거더,16130.222,1397.866,1.304,16678.226,1393.703,0.987,12,12,548.02,4.5,16130.131,1385.866,1.298,16678.134,1381.703,0.981,12,12,548.02,4.5
340839,B라인3번거더,16183.984,3004.91,1.21,16174.532,5299.025,-0.246,12,12,2294.135,4.5,16171.984,3004.86,1.217,16162.532,5298.975,-0.239,12,12,2294.135,4.5
343573,B라인3번거더,16263.551,4321.256,0.32,16811.566,4323.514,-0.034,12,12,548.02,4.5,16263.502,4333.256,0.312,16811.517,4335.514,-0.041,12,12,548.02,4.5
346577,B라인3번거더,16773.21,2709.027,1.65,16753.035,53.088,0.213,12,12,2656.016,4.5,16785.209,2708.936,1.643,16765.034,52.997,0.206,12,12,2656.016,4.5
348583,B라인3번거더,16860.201,1392.321,0.882,17408.204,1388.158,0.565,12,12,548.02,4.5,16860.11,1380.321,0.876,17408.113,1376.158,0.559,12,12,548.02,4.5
351396,B라인3번거더,16913.978,3007.917,0.739,16904.538,5299.025,-0.715,12,12,2291.127,4.5,16901.978,3007.868,0.747,16892.538,5298.975,-0.708,12,12,2291.127,4.5
355367,B라인3번거더,16993.545,4324.264,-0.151,17541.56,4326.522,-0.505,12,12,548.02,4.5,16993.496,4336.264,-0.159,17541.51,4338.522,-0.512,12,12,548.02,4.5
358988,B라인3번거더,17503.189,2703.482,1.228,17483.013,47.544,-0.209,12,12,2656.016,4.5,17515.188,2703.391,1.221,17495.013,47.452,-0.216,12,12,2656.016,4.5
361679,B라인3번거더,17590.18,1386.776,0.46,18138.183,1382.613,0.143,12,12,548.02,4.5,17590.088,1374.776,0.453,18138.092,1370.614,0.136,12,12,548.02,4.5
364817,B라인3번거더,17596.598,2231.751,0.917,18144.602,2227.589,0.6,12,12,548.02,4.5,17596.507,2219.752,0.911,18144.511,2215.589,0.594,12,12,548.02,4.5
368476,B라인3번거더,17643.972,3010.925,0.268,17634.544,5299.025,-1.184,12,12,2288.119,4.5,17631.972,3010.876,0.276,17622.544,5298.975,-1.176,12,12,2288.119,4.5
371770,B라인3번거더,17723.539,4327.272,-0.622,18271.553,4329.529,-0.975,12,12,548.02,4.5,17723.489,4339.271,-0.63,18271.504,4341.529,-0.983,12,12,548.02,4.5
374909,B라인3번거더,17727.02,3482.279,-0.086,18275.035,3484.537,-0.439,12,12,548.02,4.5,17726.971,3494.279,-0.093,18274.986,3496.537,-0.447,12,12,548.02,4.5
377922,B라인3번거더,18233.16,2696.937,0.805,18213.0,42.999,-0.631,12,12,2654.016,4.5,18245.159,2696.846,0.798,18224.999,42.908,-0.638,12,12,2654.016,4.5
381383,B라인3번거더,18320.158,1381.231,0.038,18868.162,1377.068,-0.279,12,12,548.02,4.5,18320.067,1369.231,0.031,18868.071,1365.069,-0.286,12,12,548.02,4.5
384691,B라인3번거더,18373.961,3014.933,-0.203,18364.55,5299.025,-1.653,12,12,2284.112,4.5,18361.961,3014.883,-0.196,18352.55,5298.975,-1.645,12,12,2284.112,4.5
388953,B라인3번거더,18453.532,4330.279,-1.093,19001.547,4332.537,-1.446,12,12,548.02,4.5,18453.483,4342.279,-1.1,19001.498,4344.537,-1.454,12,12,548.02,4.5
392042,B라인3번거더,18963.139,2691.393,0.383,18942.979,37.454,-1.053,12,12,2654.016,4.5,18975.138,2691.301,0.376,18954.978,37.363,-1.06,12,12,2654.016,4.5
394875,B라인3번거더,19043.627,518.711,-0.848,19591.631,514.548,-1.165,12,12,548.02,4.5,19043.536,506.711,-0.855,19591.54,502.549,-1.172,12,12,548.02,4.5
396985,B라인3번거더,19050.137,1375.686,-0.385,19598.141,1371.524,-0.702,12,12,548.02,4.5,19050.046,1363.687,-0.391,19598.05,1359.524,-0.708,12,12,548.02,4.5
399006,B라인3번거더,19054.923,2005.668,-0.044,19602.926,2001.505,-0.361,12,12,548.02,4.5,19054.832,1993.668,-0.05,19602.835,1989.506,-0.367,12,12,548.02,4.5
