requestId,호기정보,startX1,startY1,startZ1,endX1,endY1,endZ1,startThickness1,endThickness1,length1,weldingLeg1,startX2,startY2,startZ2,endX2,endY2,endZ2,startThickness2,endThickness2,length2,weldingLeg2
735773,B라인2번거더,9945.985,1568.53,1.373,9913.015,2798.104,1.645,12,12,1230.016,4.5,9933.989,1568.208,1.374,9901.019,2797.782,1.646,12,12,1230.016,4.5
738105,B라인2번거더,10196.622,1407.575,1.929,10569.63,1410.505,1.929,12,12,373.02,4.5,10196.528,1419.575,1.933,10569.536,1422.505,1.934,12,12,373.02,4.5
740414,B라인2번거더,10264.62,4332.445,2.22,10637.607,4337.327,2.191,12,12,373.02,4.5,10264.777,4320.446,2.226,10637.765,4325.328,2.197,12,12,373.02,4.5
742401,B라인2번거더,10656.19,2738.734,2.413,10677.045,83.8,1.446,12,12,2655.016,4.5,10644.19,2738.64,2.413,10665.045,83.706,1.446,12,12,2655.016,4.5
744199,B라인2번거더,10739.965,3011.046,2.836,10710.019,5298.922,1.713,12,12,2288.072,4.5,10751.964,3011.203,2.835,10722.018,5299.079,1.712,12,12,2288.072,4.5
745784,B라인2번거더,10751.605,1411.935,1.93,11299.607,1416.239,1.931,12,12,548.02,4.5,10751.511,1423.934,1.934,11299.513,1428.239,1.935,12,12,548.02,4.5
747309,B라인2번거더,10819.572,4339.709,2.177,11367.545,4346.881,2.135,12,12,548.02,4.5,10819.729,4327.71,2.183,11367.702,4334.882,2.141,12,12,548.02,4.5
749075,B라인2번거더,11386.171,2743.968,2.414,11407.018,90.035,1.448,12,12,2654.016,4.5,11374.171,2743.874,2.414,11395.019,89.94,1.448,12,12,2654.016,4.5
750661,B라인2번거더,11469.895,3021.1,2.78,11440.081,5298.922,1.661,12,12,2278.017,4.5,11481.894,3021.257,2.779,11452.08,5299.079,1.661,12,12,2278.017,4.5
752068,B라인2번거더,11474.945,2262.643,2.239,12022.947,2266.947,2.24,12,12,548.02,4.5,11474.851,2274.642,2.243,12022.853,2278.947,2.244,12,12,548.02,4.5
753484,B라인2번거더,11481.582,1417.669,1.931,12029.585,1421.974,1.932,12,12,548.02,4.5,11481.488,1429.669,1.936,12029.491,1433.973,1.937,12,12,548.02,4.5
754888,B라인2번거더,11549.51,4349.263,2.121,12097.482,4356.435,2.079,12,12,548.02,4.5,11549.667,4337.264,2.127,12097.639,4344.436,2.084,12,12,548.02,4.5
756240,B라인2번거더,12108.542,3511.508,2.493,11560.569,3504.336,2.536,12,12,548.02,4.5,12108.699,3499.509,2.499,11560.726,3492.337,2.542,12,12,548.02,4.5
757738,B라인2번거더,12116.149,2749.702,2.416,12136.996,95.769,1.449,12,12,2654.016,4.5,12104.149,2749.608,2.416,12124.996,95.674,1.449,12,12,2654.016,4.5
759193,B라인2번거더,12199.833,3030.654,2.723,12170.144,5298.921,1.61,12,12,2268.462,4.5,12211.832,3030.811,2.722,12182.143,5299.078,1.609,12,12,2268.462,4.5
760407,B라인2번거더,12211.56,1423.403,1.933,12759.562,1427.708,1.934,12,12,548.02,4.5,12211.465,1435.403,1.937,12759.468,1439.707,1.938,12,12,548.02,4.5
761577,B라인2번거더,12279.447,4358.817,2.064,12827.42,4365.99,2.022,12,12,548.02,4.5,12279.604,4346.818,2.07,12827.577,4353.991,2.028,12,12,548.02,4.5
762931,B라인2번거더,12846.126,2755.436,2.417,12866.973,101.503,1.451,12,12,2654.016,4.5,12834.126,2755.342,2.417,12854.973,101.408,1.451,12,12,2654.016,4.5
764189,B라인2번거더,12929.77,3040.208,2.667,12900.206,5298.922,1.558,12,12,2258.908,4.5,12941.769,3040.365,2.666,12912.205,5299.079,1.557,12,12,2258.908,4.5
765184,B라인2번거더,12941.537,1429.137,1.934,14419.513,1440.747,1.937,12,12,1478.021,4.5,12941.443,1441.137,1.938,14419.419,1452.746,1.941,12,12,1478.021,4.5
766229,B라인2번거더,14425.224,713.769,1.672,12947.248,702.16,1.669,12,12,1478.021,4.5,14425.129,725.769,1.677,12947.153,714.159,1.674,12,12,1478.021,4.5
767260,B라인2번거더,12999.87,5095.309,1.651,14477.765,5114.653,1.537,12,12,1478.021,4.5,13000.027,5083.31,1.657,14477.922,5102.654,1.543,12,12,1478.021,4.5
768243,B라인2번거더,14487.28,4387.715,1.894,13009.385,4368.371,2.008,12,12,1478.021,4.5,14487.437,4375.716,1.9,13009.542,4356.372,2.014,12,12,1478.021,4.5
769402,B라인2번거더,13576.104,2761.17,2.419,13585.765,1531.193,1.971,12,12,1230.016,4.5,13564.104,2761.076,2.419,13573.766,1531.098,1.971,12,12,1230.016,4.5
770474,B라인2번거더,13659.708,3049.762,2.611,13643.61,4279.672,2.007,12,12,1230.016,4.5,13671.707,3049.919,2.61,13655.609,4279.829,2.006,12,12,1230.016,4.5
771679,B라인2번거더,14693.476,1350.54,-4.133,15066.481,1353.918,-3.949,12,12,373.02,4.5,14693.368,1362.539,-4.128,15066.372,1365.917,-3.944,12,12,373.02,4.5
776589,B라인2번거더,14866.543,4385.321,-1.679,14856.307,5299.067,-2.329,12,12,913.804,4.5,14854.543,4385.187,-1.683,14844.308,5298.933,-2.333,12,12,913.804,4.5
217200,B라인2번거더,7978.879,3011.999,3.381,7974.49,5299.011,4.323,12,12,2287.017,4.5,7966.879,3011.975,3.383,7962.49,5298.988,4.325,12,12,2287.017,4.5
223125,B라인2번거더,8061.343,4328.167,3.907,8609.362,4329.219,3.807,12,12,548.02,4.5,8061.32,4340.167,3.912,8609.339,4341.219,3.812,12,12,548.02,4.5
