requestId,호기정보,startX1,startY1,startZ1,endX1,endY1,endZ1,startThickness1,endThickness1,length1,weldingLeg1,startX2,startY2,startZ2,endX2,endY2,endZ2,startThickness2,endThickness2,length2,weldingLeg2
90753,B라인2번거더,12164.904,2016.233,3.298,12812.842,2026.521,2.97,12,12,648.02,4.5,12164.713,2028.231,3.305,12812.651,2038.519,2.977,12,12,648.02,4.5
95220,B라인2번거더,12826.256,1181.627,2.48,12178.318,1171.34,2.808,12,12,648.02,4.5,12826.066,1193.626,2.487,12178.128,1183.338,2.815,12,12,648.02,4.5
99147,B라인2번거더,12507.973,2681.421,3.145,12486.714,5299.049,1.511,12,12,2617.715,4.5,12495.973,2681.324,3.14,12474.714,5298.951,1.507,12,12,2617.715,4.5
104269,B라인2번거더,12851.38,2559.215,3.255,12891.996,1.095,1.771,12,12,2558.443,4.5,12839.382,2559.025,3.261,12879.997,0.905,1.777,12,12,2558.443,4.5
109766,B라인2번거더,12908.226,1182.929,2.439,13556.164,1193.216,2.111,12,12,648.02,4.5,12908.036,1194.927,2.445,13555.973,1205.215,2.118,12,12,648.02,4.5
120202,B라인2번거더,13449.336,3133.097,3.225,13434.165,5001.05,2.06,16,16,1868.016,8,13433.336,3132.967,3.219,13418.166,5000.92,2.054,16,16,1868.016,8
124001,B라인2번거더,13581.288,2570.804,2.886,13622.088,1.095,1.395,12,12,2570.033,4.5,13569.289,2570.614,2.892,13610.089,0.905,1.401,12,12,2570.033,4.5
128891,B라인2번거더,13628.133,1824.438,2.435,14276.071,1834.726,2.107,12,12,648.02,4.5,13627.942,1836.437,2.442,14275.88,1846.724,2.114,12,12,648.02,4.5
131792,B라인2번거더,14286.072,1204.805,1.742,13638.134,1194.518,2.069,12,12,648.02,4.5,14285.881,1216.804,1.749,13637.944,1206.516,2.076,12,12,648.02,4.5
135009,B라인2번거더,13651.739,337.61,1.572,14299.677,347.898,1.245,12,12,648.02,4.5,13651.549,349.609,1.579,14299.487,359.896,1.252,12,12,648.02,4.5
870600,B라인2번거더,8043.409,2751.607,2.224,8034.677,5299.02,2.382,12,12,2547.428,4.5,8031.41,2751.566,2.206,8022.677,5298.979,2.364,12,12,2547.428,4.5
872484,B라인2번거더,8073.72,4116.735,2.36,8721.735,4118.956,3.322,12,12,648.02,4.5,8073.679,4128.735,2.361,8721.694,4130.956,3.323,12,12,648.02,4.5
874345,B라인2번거더,8724.632,3273.961,3.269,8076.617,3271.74,2.308,12,12,648.02,4.5,8724.591,3285.961,3.27,8076.576,3283.74,2.309,12,12,648.02,4.5
