requestId,호기정보,startX1,startY1,startZ1,endX1,endY1,endZ1,startThickness1,endThickness1,length1,weldingLeg1,startX2,startY2,startZ2,endX2,endY2,endZ2,startThickness2,endThickness2,length2,weldingLeg2
194792,B라인1번거더,1732.531,2793.904,13.296,432.373,2746.885,14.561,12,12,1301.008,4.5,1732.964,2781.911,13.29,432.807,2734.893,14.554,12,12,1301.008,4.5
198543,B라인1번거더,1759.274,2054.387,12.915,456.119,2007.26,14.182,12,12,1304.008,4.5,1759.708,2042.395,12.909,456.552,1995.268,14.176,12,12,1304.008,4.5
202663,B라인1번거더,482.862,1267.744,13.801,1786.017,1314.87,12.534,12,12,1304.008,4.5,483.295,1255.752,13.795,1786.451,1302.878,12.528,12,12,1304.008,4.5
208694,B라인1번거더,1412.906,3607.875,14.003,1358.949,5099.919,14.772,12,12,1493.02,4.5,1400.914,3607.441,14.015,1346.957,5099.485,14.784,12,12,1493.02,4.5
214495,B라인1번거더,1460.727,4637.285,14.449,1920.442,4653.909,14.002,12,12,460.016,4.5,1461.16,4625.292,14.443,1920.875,4641.917,13.996,12,12,460.016,4.5
217031,B라인1번거더,1755.755,3535.228,13.629,3055.912,3582.246,12.364,12,12,1301.008,4.5,1756.189,3523.235,13.623,3056.346,3570.254,12.358,12,12,1301.008,4.5
218453,B라인1번거더,3082.655,2842.729,11.983,1782.498,2795.711,13.248,12,12,1301.008,4.5,3083.089,2830.737,11.977,1782.932,2783.718,13.241,12,12,1301.008,4.5
219810,B라인1번거더,1809.241,2056.194,12.866,3112.397,2103.321,11.599,12,12,1304.008,4.5,1809.675,2044.202,12.86,3112.83,2091.328,11.593,12,12,1304.008,4.5
221264,B라인1번거더,3139.14,1363.804,11.218,1835.984,1316.677,12.485,12,12,1304.008,4.5,3139.573,1351.812,11.212,1836.418,1304.685,12.479,12,12,1304.008,4.5
222394,B라인1번거더,2054.486,3631.077,13.379,2000.529,5123.121,14.148,12,12,1493.02,4.5,2042.494,3630.643,13.391,1988.537,5122.687,14.16,12,12,1493.02,4.5
223539,B라인1번거더,2115.751,4288.729,13.634,3029.169,4321.762,12.745,12,12,914.016,4.5,2116.185,4276.737,13.628,3029.603,4309.77,12.739,12,12,914.016,4.5
225142,B라인1번거더,3530.721,1632.59,14.777,5022.678,1646.177,13.298,12,12,1492.02,4.5,3530.611,1644.589,14.782,5022.568,1658.176,13.303,12,12,1492.02,4.5
